Run	analyte_type	Host_site	host_sex	SCiMS sample ID	Rx	Rx 95% CI	Ry	Ry 95% CI
SRR1031634	Anterior_nares	Anterior nares	female	SRR1031634	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR549523	Anterior_nares	Anterior nares	male	SRR549523	inf	(nan, nan)	0.75	(0.538, 0.962)
SRR531503	Anterior_nares	Anterior nares	male	SRR531503	inf	(nan, nan)	0.6875	(0.46, 0.915)
SRR533694	Anterior_nares	Anterior nares	male	SRR533694	inf	(nan, nan)	0.875	(0.713, 1.037)
SRR537662	Anterior_nares	Anterior nares	female	SRR537662	1.3661	(0.934, 1.798)	0.0	(0.0, 0.0)
SRR537819	Anterior_nares	Anterior nares	male	SRR537819	inf	(nan, nan)	0.8421	(0.678, 1.006)
SRR1031396	Anterior_nares	Anterior nares	female	SRR1031396	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR538148	Anterior_nares	Anterior nares	male	SRR538148	inf	(nan, nan)	0.7857	(0.571, 1.001)
SRR541035	Anterior_nares	Anterior nares	male	SRR541035	inf	(nan, nan)	0.6923	(0.441, 0.943)
SRR1031151	Anterior_nares	Anterior nares	male	SRR1031151	inf	(nan, nan)	0.9583	(0.878, 1.038)
SRR061934	Stool	Stool	female	SRR061934	1.4488	(0.496, 2.401)	0.0	(0.0, 0.0)
SRR532384	Anterior_nares	Anterior nares	male	SRR532384	inf	(nan, nan)	0.9565	(0.873, 1.04)
SRR532566	Anterior_nares	Anterior nares	female	SRR532566	0.6658	(0.391, 0.94)	0.0	(0.0, 0.0)
SRR1031458	Anterior_nares	Anterior nares	male	SRR1031458	inf	(nan, nan)	0.9474	(0.847, 1.048)
SRR540599	Anterior_nares	Anterior nares	male	SRR540599	inf	(nan, nan)	0.7143	(0.521, 0.908)
SRR062382	Stool	Stool	female	SRR062382	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR540375	Anterior_nares	Anterior nares	female	SRR540375	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR533401	Anterior_nares	Anterior nares	male	SRR533401	inf	(nan, nan)	0.8125	(0.621, 1.004)
SRR533380	Anterior_nares	Anterior nares	male	SRR533380	inf	(nan, nan)	0.9	(0.793, 1.007)
SRR533393	Anterior_nares	Anterior nares	male	SRR533393	inf	(nan, nan)	0.7647	(0.563, 0.966)
SRR061199	Stool	Stool	female	SRR061199	1.7808	(0.614, 2.948)	0.0	(0.0, 0.0)
SRR533246	Anterior_nares	Anterior nares	male	SRR533246	0.703	(0.262, 1.144)	0.8966	(0.786, 1.007)
SRR537746	Anterior_nares	Anterior nares	male	SRR537746	inf	(nan, nan)	0.875	(0.743, 1.007)
SRR1031771	Anterior_nares	Anterior nares	male	SRR1031771	inf	(nan, nan)	0.9091	(0.789, 1.029)
SRR537842	Anterior_nares	Anterior nares	female	SRR537842	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR527936	Anterior_nares	Anterior nares	female	SRR527936	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR538244	Anterior_nares	Anterior nares	male	SRR538244	inf	(nan, nan)	0.9091	(0.789, 1.029)
SRR549424	Anterior_nares	Anterior nares	male	SRR549424	inf	(nan, nan)	0.8667	(0.695, 1.039)
SRR1031245	Anterior_nares	Anterior nares	female	SRR1031245	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR532192	Anterior_nares	Anterior nares	female	SRR532192	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR532568	Anterior_nares	Anterior nares	female	SRR532568	1.3725	(0.8, 1.945)	0.0	(0.0, 0.0)
SRR538184	Anterior_nares	Anterior nares	male	SRR538184	0.9237	(0.549, 1.299)	0.7333	(0.51, 0.957)
SRR538165	Anterior_nares	Anterior nares	female	SRR538165	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR533855	Anterior_nares	Anterior nares	female	SRR533855	1.2322	(0.815, 1.649)	0.0	(0.0, 0.0)
SRR1031111	Anterior_nares	Anterior nares	male	SRR1031111	inf	(nan, nan)	0.9091	(0.789, 1.029)
SRR532354	Anterior_nares	Anterior nares	male	SRR532354	inf	(nan, nan)	0.8148	(0.668, 0.961)
SRR533366	Anterior_nares	Anterior nares	male	SRR533366	inf	(nan, nan)	0.9	(0.769, 1.031)
SRR540739	Anterior_nares	Anterior nares	male	SRR540739	0.7491	(0.383, 1.115)	0.9	(0.807, 0.993)
SRR1031850	Anterior_nares	Anterior nares	female	SRR1031850	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR528364	Anterior_nares	Anterior nares	female	SRR528364	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR1031435	Anterior_nares	Anterior nares	female	SRR1031435	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR539909	Anterior_nares	Anterior nares	male	SRR539909	inf	(nan, nan)	0.8667	(0.745, 0.988)
SRR541116	Anterior_nares	Anterior nares	female	SRR541116	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR1031849	Anterior_nares	Anterior nares	female	SRR1031849	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR539299	Anterior_nares	Anterior nares	male	SRR539299	inf	(nan, nan)	0.7419	(0.588, 0.896)
SRR549427	Anterior_nares	Anterior nares	male	SRR549427	inf	(nan, nan)	0.9	(0.769, 1.031)
SRR059845	Supragingival_plaque	Oral cavity	female	SRR059845	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061972	Supragingival_plaque	Oral cavity	male	SRR061972	0.6544	(0.48, 0.828)	0.75	(0.538, 0.962)
SRR1031921	Anterior_nares	Anterior nares	female	SRR1031921	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR537743	Anterior_nares	Anterior nares	male	SRR537743	inf	(nan, nan)	0.8846	(0.762, 1.007)
SRR527967	Anterior_nares	Anterior nares	female	SRR527967	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR533377	Anterior_nares	Anterior nares	male	SRR533377	inf	(nan, nan)	0.9375	(0.854, 1.021)
SRR539421	Anterior_nares	Anterior nares	male	SRR539421	0.6088	(0.387, 0.831)	0.85	(0.694, 1.006)
SRR539829	Anterior_nares	Anterior nares	female	SRR539829	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR539896	Anterior_nares	Anterior nares	male	SRR539896	inf	(nan, nan)	0.9333	(0.807, 1.06)
SRR528484	Anterior_nares	Anterior nares	female	SRR528484	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR1031668	Anterior_nares	Anterior nares	female	SRR1031668	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR533856	Anterior_nares	Anterior nares	female	SRR533856	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR532739	Anterior_nares	Anterior nares	male	SRR532739	inf	(nan, nan)	0.8947	(0.757, 1.033)
SRR061181	Stool	Stool	female	SRR061181	0.8293	(0.637, 1.021)	0.0	(0.0, 0.0)
SRR1031574	Anterior_nares	Anterior nares	female	SRR1031574	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR1031502	Anterior_nares	Anterior nares	male	SRR1031502	inf	(nan, nan)	0.8696	(0.732, 1.007)
SRR1031077	Anterior_nares	Anterior nares	male	SRR1031077	inf	(nan, nan)	0.8077	(0.656, 0.959)
SRR061971	Supragingival_plaque	Oral cavity	male	SRR061971	1.0495	(0.769, 1.33)	0.75	(0.577, 0.923)
SRR539871	Anterior_nares	Anterior nares	male	SRR539871	inf	(nan, nan)	0.871	(0.753, 0.989)
SRR1031486	Anterior_nares	Anterior nares	female	SRR1031486	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR1031868	Anterior_nares	Anterior nares	female	SRR1031868	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR528025	Anterior_nares	Anterior nares	female	SRR528025	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR528174	Anterior_nares	Anterior nares	female	SRR528174	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR513806	Tongue_dorsum	Oral cavity	male	SRR513806	0.2197	(0.159, 0.28)	0.875	(0.713, 1.037)
SRR063746	Supragingival_plaque	Oral cavity	female	SRR063746	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR1031390	Anterior_nares	Anterior nares	female	SRR1031390	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR066418	Stool	Stool	male	SRR066418	0.8117	(0.587, 1.036)	0.0	(0.0, 0.0)
SRR1031910	Anterior_nares	Anterior nares	male	SRR1031910	inf	(nan, nan)	0.7368	(0.539, 0.935)
SRR1031733	Anterior_nares	Anterior nares	male	SRR1031733	inf	(nan, nan)	0.9	(0.769, 1.031)
SRR528242	Anterior_nares	Anterior nares	female	SRR528242	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR1031474	Anterior_nares	Anterior nares	male	SRR1031474	inf	(nan, nan)	0.8947	(0.757, 1.033)
SRR1031143	Anterior_nares	Anterior nares	female	SRR1031143	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061364	Hard_palate	Oral cavity	male	SRR061364	inf	(nan, nan)	0.6667	(0.359, 0.975)
SRR1031563	Anterior_nares	Anterior nares	female	SRR1031563	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR528055	Anterior_nares	Anterior nares	female	SRR528055	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR528307	Anterior_nares	Anterior nares	female	SRR528307	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR1031186	Anterior_nares	Anterior nares	female	SRR1031186	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR1031165	Anterior_nares	Anterior nares	female	SRR1031165	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061183	Stool	Stool	male	SRR061183	0.4208	(0.305, 0.537)	0.4444	(0.215, 0.674)
SRR1031197	Anterior_nares	Anterior nares	male	SRR1031197	inf	(nan, nan)	0.8571	(0.728, 0.987)
SRR513789	Stool	Stool	female	SRR513789	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR060025	Stool	Stool	female	SRR060025	1.0386	(0.75, 1.327)	0.0	(0.0, 0.0)
SRR060026	Stool	Stool	female	SRR060026	0.9432	(0.853, 1.033)	0.04	(-0.037, 0.117)
SRR1031510	Anterior_nares	Anterior nares	male	SRR1031510	inf	(nan, nan)	0.96	(0.883, 1.037)
SRR1031112	Anterior_nares	Anterior nares	female	SRR1031112	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR1031370	Anterior_nares	Anterior nares	female	SRR1031370	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061140	Stool	Stool	male	SRR061140	0.7917	(0.707, 0.877)	0.0833	(-0.027, 0.194)
SRR061208	Stool	Stool	male	SRR061208	0.3661	(0.315, 0.418)	0.1667	(-0.044, 0.378)
SRR061280	Stool	Stool	female	SRR061280	1.0867	(0.935, 1.239)	0.0	(0.0, 0.0)
SRR1031468	Anterior_nares	Anterior nares	male	SRR1031468	inf	(nan, nan)	0.913	(0.798, 1.028)
SRR642019	Supragingival_plaque	Oral cavity	female	SRR642019	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061254	Stool	Stool	female	SRR061254	1.0937	(0.883, 1.304)	0.0	(0.0, 0.0)
SRR628266	Stool	Stool	male	SRR628266	0.3899	(0.287, 0.493)	0.3889	(0.164, 0.614)
SRR061284	Stool	Stool	female	SRR061284	0.8604	(0.595, 1.126)	0.0	(0.0, 0.0)
SRR062447	Stool	Stool	female	SRR062447	1.0449	(0.848, 1.242)	0.0	(0.0, 0.0)
SRR060390	Tongue_dorsum	Oral cavity	female	SRR060390	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061160	Supragingival_plaque	Oral cavity	female	SRR061160	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061367	Supragingival_plaque	Oral cavity	female	SRR061367	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062516	Anterior_nares	Anterior nares	female	SRR062516	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061195	Stool	Stool	male	SRR061195	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061465	Anterior_nares	Anterior nares	male	SRR061465	inf	(nan, nan)	0.9062	(0.805, 1.007)
SRR061365	Supragingival_plaque	Oral cavity	female	SRR061365	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061185	Stool	Stool	male	SRR061185	0.1465	(0.096, 0.197)	0.5	(0.154, 0.846)
SRR346714	Anterior_nares	Anterior nares	male	SRR346714	inf	(nan, nan)	0.9524	(0.888, 1.017)
SRR061582	Supragingival_plaque	Oral cavity	female	SRR061582	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062015	R_Retroauricular_crease	Oral cavity	male	SRR062015	0.3579	(0.204, 0.512)	0.9231	(0.821, 1.026)
SRR642016	Supragingival_plaque	Oral cavity	female	SRR642016	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR346678	Anterior_nares	Anterior nares	male	SRR346678	inf	(nan, nan)	0.8571	(0.707, 1.007)
SRR513173	Supragingival_plaque	Oral cavity	female	SRR513173	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061950	Supragingival_plaque	Oral cavity	male	SRR061950	0.4334	(0.282, 0.584)	0.8	(0.625, 0.975)
SRR061363	Supragingival_plaque	Oral cavity	male	SRR061363	inf	(nan, nan)	0.9583	(0.878, 1.038)
SRR061310	Anterior_nares	Anterior nares	male	SRR061310	inf	(nan, nan)	0.902	(0.82, 0.984)
SRR513824	Supragingival_plaque	Oral cavity	female	SRR513824	inf	(nan, nan)	0.3333	(-0.2, 0.867)
SRR059814	Supragingival_plaque	Oral cavity	female	SRR059814	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061293	Anterior_nares	Anterior nares	male	SRR061293	0.2932	(0.195, 0.391)	0.9333	(0.844, 1.023)
SRR061528	Supragingival_plaque	Oral cavity	male	SRR061528	inf	(nan, nan)	0.88	(0.753, 1.007)
SRR061291	Anterior_nares	Anterior nares	male	SRR061291	0.8338	(0.557, 1.111)	0.8182	(0.687, 0.95)
SRR061235	Stool	Stool	female	SRR061235	1.0542	(0.908, 1.2)	0.0	(0.0, 0.0)
SRR061184	Stool	Stool	male	SRR061184	0.8085	(0.656, 0.961)	0.0333	(-0.031, 0.098)
SRR061529	Supragingival_plaque	Oral cavity	male	SRR061529	inf	(nan, nan)	0.9286	(0.833, 1.024)
SRR063520	Supragingival_plaque	Oral cavity	female	SRR063520	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR063505	Stool	Stool	female	SRR063505	0.3392	(0.279, 0.4)	0.0	(0.0, 0.0)
SRR346717	Supragingival_plaque	Oral cavity	male	SRR346717	inf	(nan, nan)	0.963	(0.892, 1.034)
SRR514271	Supragingival_plaque	Oral cavity	female	SRR514271	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR346672	Anterior_nares	Anterior nares	male	SRR346672	inf	(nan, nan)	0.8	(0.657, 0.943)
SRR059965	Supragingival_plaque	Oral cavity	male	SRR059965	0.464	(0.349, 0.579)	0.8378	(0.719, 0.957)
SRR062320	Stool	Stool	female	SRR062320	1.0565	(0.813, 1.3)	0.0	(0.0, 0.0)
SRR062438	R_Retroauricular_crease	Oral cavity	male	SRR062438	inf	(nan, nan)	0.9818	(0.947, 1.017)
SRR061362	Supragingival_plaque	Oral cavity	female	SRR061362	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062404	Stool	Stool	male	SRR062404	0.9375	(0.793, 1.082)	0.0	(0.0, 0.0)
SRR060142	Supragingival_plaque	Oral cavity	female	SRR060142	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061314	Supragingival_plaque	Oral cavity	male	SRR061314	inf	(nan, nan)	0.9143	(0.822, 1.007)
SRR059964	Supragingival_plaque	Oral cavity	male	SRR059964	0.0928	(0.056, 0.13)	0.9714	(0.916, 1.027)
SRR642015	Supragingival_plaque	Oral cavity	male	SRR642015	0.3618	(0.177, 0.546)	0.8889	(0.744, 1.034)
SRR642017	Supragingival_plaque	Oral cavity	male	SRR642017	inf	(nan, nan)	0.9535	(0.891, 1.016)
SRR061366	Supragingival_plaque	Oral cavity	female	SRR061366	0.7964	(0.446, 1.147)	0.0	(0.0, 0.0)
SRR059485	Supragingival_plaque	Oral cavity	female	SRR059485	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061240	Supragingival_plaque	Oral cavity	male	SRR061240	inf	(nan, nan)	0.9773	(0.933, 1.021)
SRR063522	Supragingival_plaque	Oral cavity	female	SRR063522	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061933	Stool	Stool	female	SRR061933	1.0215	(0.892, 1.151)	0.0	(0.0, 0.0)
SRR062513	R_Retroauricular_crease	Oral cavity	male	SRR062513	inf	(nan, nan)	0.9706	(0.914, 1.027)
SRR062452	Supragingival_plaque	Oral cavity	female	SRR062452	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062041	Buccal_mucosa	Oral cavity	male	SRR062041	0.6099	(0.213, 1.007)	0.8654	(0.773, 0.958)
SRR061555	Stool	Stool	female	SRR061555	0.7958	(0.711, 0.88)	0.0667	(-0.006, 0.14)
SRR061521	Supragingival_plaque	Oral cavity	male	SRR061521	inf	(nan, nan)	0.8947	(0.797, 0.992)
SRR628255	gingiva	Oral cavity	female	SRR628255	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062042	Buccal_mucosa	Oral cavity	male	SRR062042	0.7899	(0.382, 1.198)	0.8158	(0.693, 0.939)
SRR514179	Stool	Stool	male	SRR514179	0.8575	(0.748, 0.967)	0.0217	(-0.02, 0.064)
SRR061556	Stool	Stool	female	SRR061556	0.8024	(0.702, 0.902)	0.0	(0.0, 0.0)
SRR060039	Stool	Stool	female	SRR060039	0.9786	(0.676, 1.281)	0.0	(0.0, 0.0)
SRR514324	Stool	Stool	female	SRR514324	1.1591	(1.003, 1.315)	0.0312	(-0.011, 0.074)
SRR061391	Anterior_nares	Anterior nares	male	SRR061391	inf	(nan, nan)	0.9362	(0.866, 1.006)
SRR062512	Supragingival_plaque	Oral cavity	female	SRR062512	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR346671	Supragingival_plaque	Oral cavity	female	SRR346671	0.9844	(0.569, 1.4)	0.0	(0.0, 0.0)
SRR514226	Stool	Stool	male	SRR514226	0.4867	(0.432, 0.541)	0.1562	(0.03, 0.282)
SRR061436	Supragingival_plaque	Oral cavity	female	SRR061436	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061497	Stool	Stool	male	SRR061497	0.4025	(0.37, 0.435)	0.0769	(-0.026, 0.179)
SRR514265	Stool	Stool	female	SRR514265	1.0566	(0.893, 1.22)	0.0	(0.0, 0.0)
SRR628259	gingiva	Oral cavity	female	SRR628259	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061496	Stool	Stool	male	SRR061496	0.5097	(0.452, 0.568)	0.0645	(-0.022, 0.151)
SRR060021	Stool	Stool	female	SRR060021	1.1178	(0.975, 1.261)	0.0	(0.0, 0.0)
SRR513799	Supragingival_plaque	Oral cavity	female	SRR513799	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062519	Supragingival_plaque	Oral cavity	male	SRR062519	inf	(nan, nan)	0.9091	(0.811, 1.007)
SRR513829	Supragingival_plaque	Oral cavity	female	SRR513829	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061478	Anterior_nares	Anterior nares	male	SRR061478	inf	(nan, nan)	0.925	(0.867, 0.983)
SRR513381	Supragingival_plaque	Oral cavity	male	SRR513381	inf	(nan, nan)	0.8696	(0.772, 0.967)
SRR063926	Supragingival_plaque	Oral cavity	female	SRR063926	0.5451	(0.342, 0.748)	0.0	(0.0, 0.0)
SRR061466	R_Retroauricular_crease	Oral cavity	male	SRR061466	inf	(nan, nan)	0.971	(0.931, 1.011)
SRR059502	Anterior_nares	Anterior nares	male	SRR059502	0.4474	(0.166, 0.729)	0.8929	(0.778, 1.007)
SRR062430	Supragingival_plaque	Oral cavity	female	SRR062430	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR513452	Posterior_fornix	Vagina	female	SRR513452	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062321	Stool	Stool	female	SRR062321	0.8418	(0.738, 0.946)	0.0	(0.0, 0.0)
SRR062019	L_Retroauricular_crease	Oral cavity	male	SRR062019	0.6196	(0.42, 0.819)	0.8222	(0.711, 0.934)
SRR061469	R_Retroauricular_crease	Oral cavity	male	SRR061469	inf	(nan, nan)	0.8235	(0.719, 0.928)
SRR063527	Supragingival_plaque	Oral cavity	female	SRR063527	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062324	Stool	Stool	male	SRR062324	0.4044	(0.372, 0.436)	0.1667	(0.045, 0.288)
SRR063502	Stool	Stool	female	SRR063502	0.8223	(0.735, 0.909)	0.0333	(-0.012, 0.079)
SRR063528	Supragingival_plaque	Oral cavity	female	SRR063528	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061462	Anterior_nares	Anterior nares	male	SRR061462	inf	(nan, nan)	0.8293	(0.714, 0.944)
SRR061580	Supragingival_plaque	Oral cavity	female	SRR061580	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR513781	Supragingival_plaque	Oral cavity	female	SRR513781	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062046	Posterior_fornix	Vagina	female	SRR062046	0.8575	(0.56, 1.155)	0.0	(0.0, 0.0)
SRR062392	Throat	Oral cavity	male	SRR062392	inf	(nan, nan)	0.9804	(0.942, 1.018)
SRR062018	L_Retroauricular_crease	Oral cavity	male	SRR062018	0.5537	(0.411, 0.697)	0.8462	(0.758, 0.934)
SRR511925	gingiva	Oral cavity	female	SRR511925	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR060447	Tongue_dorsum	Oral cavity	female	SRR060447	1.213	(0.706, 1.72)	0.0	(0.0, 0.0)
SRR628256	Subgingival_plaque	Oral cavity	male	SRR628256	inf	(nan, nan)	0.9032	(0.83, 0.977)
SRR353623	Anterior_nares	Anterior nares	male	SRR353623	inf	(nan, nan)	0.9706	(0.93, 1.011)
SRR062391	Throat	Oral cavity	male	SRR062391	inf	(nan, nan)	0.8689	(0.784, 0.954)
SRR061430	R_Retroauricular_crease	Oral cavity	male	SRR061430	inf	(nan, nan)	0.8108	(0.685, 0.937)
SRR062017	L_Retroauricular_crease	Oral cavity	male	SRR062017	0.5834	(0.422, 0.745)	0.7667	(0.66, 0.874)
SRR061393	R_Retroauricular_crease	Oral cavity	male	SRR061393	inf	(nan, nan)	0.9286	(0.861, 0.996)
SRR062379	gingiva	Oral cavity	female	SRR062379	2.9857	(1.725, 4.247)	0.0	(0.0, 0.0)
SRR061326	Stool	Stool	male	SRR061326	0.7083	(0.64, 0.776)	0.0	(0.0, 0.0)
SRR514851	Supragingival_plaque	Oral cavity	male	SRR514851	inf	(nan, nan)	0.8788	(0.767, 0.99)
SRR061520	Supragingival_plaque	Oral cavity	female	SRR061520	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR063923	Supragingival_plaque	Oral cavity	female	SRR063923	0.8207	(0.548, 1.093)	0.0	(0.0, 0.0)
SRR062432	gingiva	Oral cavity	female	SRR062432	1.3506	(0.668, 2.033)	0.0	(0.0, 0.0)
SRR061524	Supragingival_plaque	Oral cavity	female	SRR061524	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061577	Supragingival_plaque	Oral cavity	male	SRR061577	0.6081	(0.334, 0.882)	0.942	(0.887, 0.997)
SRR513828	Supragingival_plaque	Oral cavity	female	SRR513828	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061576	Supragingival_plaque	Oral cavity	male	SRR061576	inf	(nan, nan)	0.9735	(0.944, 1.003)
SRR061394	Anterior_nares	Anterior nares	male	SRR061394	inf	(nan, nan)	0.9512	(0.905, 0.998)
SRR062014	Supragingival_plaque	Oral cavity	male	SRR062014	0.4488	(0.291, 0.606)	0.8545	(0.761, 0.948)
SRR062406	Stool	Stool	male	SRR062406	0.7652	(0.694, 0.836)	0.0	(0.0, 0.0)
SRR061985	Buccal_mucosa	Oral cavity	male	SRR061985	inf	(nan, nan)	0.9661	(0.933, 0.999)
SRR061262	Supragingival_plaque	Oral cavity	male	SRR061262	inf	(nan, nan)	0.9802	(0.953, 1.007)
SRR061986	Buccal_mucosa	Oral cavity	male	SRR061986	0.5074	(0.24, 0.775)	0.9643	(0.925, 1.004)
SRR062013	Supragingival_plaque	Oral cavity	male	SRR062013	0.4943	(0.384, 0.605)	0.8272	(0.745, 0.91)
SRR061579	Supragingival_plaque	Oral cavity	female	SRR061579	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062436	Anterior_nares	Anterior nares	male	SRR062436	0.4912	(0.4, 0.583)	0.7945	(0.702, 0.887)
SRR059429	Supragingival_plaque	Oral cavity	female	SRR059429	0.3055	(0.226, 0.385)	0.0	(0.0, 0.0)
SRR059428	Supragingival_plaque	Oral cavity	female	SRR059428	0.749	(0.556, 0.942)	0.0	(0.0, 0.0)
SRR061294	Subgingival_plaque	Oral cavity	female	SRR061294	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR514230	Stool	Stool	female	SRR514230	0.7187	(0.647, 0.791)	0.0	(0.0, 0.0)
SRR513451	Buccal_mucosa	Oral cavity	female	SRR513451	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR061979	Supragingival_plaque	Oral cavity	male	SRR061979	0.2456	(0.176, 0.315)	0.9178	(0.855, 0.981)
SRR346716	R_Retroauricular_crease	Oral cavity	male	SRR346716	inf	(nan, nan)	0.9333	(0.87, 0.996)
SRR513148	Throat	Oral cavity	female	SRR513148	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR513442	Stool	Stool	female	SRR513442	1.0823	(0.969, 1.196)	0.0	(0.0, 0.0)
SRR511926	gingiva	Oral cavity	female	SRR511926	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062319	Anterior_nares	Anterior nares	male	SRR062319	inf	(nan, nan)	0.9483	(0.891, 1.005)
SRR059919	Supragingival_plaque	Oral cavity	female	SRR059919	0.7563	(0.525, 0.988)	0.0	(0.0, 0.0)
SRR062437	R_Retroauricular_crease	Oral cavity	male	SRR062437	0.6764	(0.557, 0.796)	0.5213	(0.42, 0.622)
SRR520268	Supragingival_plaque	Oral cavity	male	SRR520268	1.6711	(0.774, 2.568)	0.871	(0.788, 0.954)
SRR059918	Supragingival_plaque	Oral cavity	female	SRR059918	0.8786	(0.642, 1.115)	0.0	(0.0, 0.0)
SRR061231	Stool	Stool	male	SRR061231	0.3669	(0.319, 0.415)	0.0889	(0.006, 0.172)
SRR060396	Anterior_nares	Anterior nares	female	SRR060396	0.4776	(0.353, 0.602)	0.0	(0.0, 0.0)
SRR062101	Supragingival_plaque	Oral cavity	male	SRR062101	0.3868	(0.251, 0.523)	0.913	(0.855, 0.971)
SRR512770	Posterior_fornix	Vagina	female	SRR512770	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR063526	Anterior_nares	Anterior nares	male	SRR063526	inf	(nan, nan)	0.9769	(0.951, 1.003)
SRR063925	Anterior_nares	Anterior nares	female	SRR063925	0.9702	(0.623, 1.318)	0.0	(0.0, 0.0)
SRR061980	Supragingival_plaque	Oral cavity	male	SRR061980	0.3902	(0.287, 0.494)	0.8706	(0.799, 0.942)
SRR061392	Anterior_nares	Anterior nares	female	SRR061392	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR346676	Anterior_nares	Anterior nares	male	SRR346676	0.606	(0.326, 0.886)	0.9314	(0.882, 0.98)
SRR060397	Anterior_nares	Anterior nares	female	SRR060397	0.409	(0.297, 0.521)	0.0	(0.0, 0.0)
SRR513153	Stool	Stool	female	SRR513153	0.8174	(0.739, 0.896)	0.0105	(-0.01, 0.031)
SRR062394	Throat	Oral cavity	male	SRR062394	inf	(nan, nan)	0.9753	(0.942, 1.009)
